compte_id,montant,montant_moyen_compte,heure,type_transaction,canal,pays_transaction,pays_habituel_compte,nb_transactions_1h,fraude
204,39.93,55.03,12,retrait_atm,web,Espagne,Espagne,1,0
42,27.06,89.17,14,retrait_atm,atm,Espagne,Espagne,1,0
260,103.76,54.47,12,retrait_atm,atm,Allemagne,Allemagne,0,0
264,14.57,8.16,5,retrait_atm,mobile,Italie,Italie,1,0
269,74.04,63.66,18,paiement_pos,pos,Espagne,Espagne,1,0
148,58.73,36.82,22,paiement_pos,atm,Belgique,Belgique,0,0
270,114.66,73.45,12,paiement_pos,web,Allemagne,Allemagne,0,0
148,76.6,36.82,21,virement,pos,Belgique,Belgique,0,0
121,33.43,34.19,16,virement,pos,Allemagne,Allemagne,1,0
91,2.43,17.51,7,virement,atm,Allemagne,Allemagne,4,1
270,30.02,73.45,11,paiement_pos,mobile,Allemagne,Allemagne,0,0
15,171.76,118.76,21,virement,atm,Espagne,Espagne,1,0
191,108.03,66.23,19,virement,pos,Espagne,Espagne,0,0
130,20.94,16.99,16,paiement_pos,web,Espagne,Espagne,0,0
169,72.56,34.46,16,achat_en_ligne,atm,Belgique,Belgique,0,0
95,76.91,11.53,6,retrait_atm,mobile,Russie,Italie,1,1
72,6.36,21.81,20,paiement_pos,mobile,France,France,0,0
256,50.36,26.15,3,retrait_atm,mobile,France,France,0,0
216,32.33,17.55,11,retrait_atm,mobile,Belgique,Belgique,0,0
205,16.33,23.51,19,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
182,40.18,24.26,9,achat_en_ligne,mobile,France,France,1,0
66,37.22,24.77,0,paiement_pos,mobile,Belgique,Belgique,1,0
258,51.42,28.23,9,paiement_pos,atm,France,France,0,0
17,7.93,54.77,1,virement,pos,Allemagne,Allemagne,1,1
138,26.74,24.96,17,virement,atm,France,France,0,0
18,5.39,19.26,17,paiement_pos,pos,France,France,1,0
222,60.84,54.96,11,retrait_atm,pos,Allemagne,Allemagne,0,0
1,80.21,62.78,0,retrait_atm,web,France,France,1,0
74,41.03,38.3,9,virement,atm,France,France,0,0
121,62.39,34.19,2,paiement_pos,web,Allemagne,Allemagne,0,0
167,109.67,54.42,0,virement,mobile,Belgique,Belgique,1,0
80,26.38,102.12,19,achat_en_ligne,mobile,Espagne,Espagne,0,0
262,33.23,15.21,8,paiement_pos,mobile,France,France,0,0
125,50.51,31.24,9,achat_en_ligne,atm,Italie,Italie,0,0
5,25.85,12.12,2,achat_en_ligne,web,Allemagne,Allemagne,0,0
28,58.49,36.73,19,paiement_pos,web,Italie,Italie,0,0
5,23.53,12.12,4,achat_en_ligne,pos,Allemagne,Allemagne,0,0
281,30.77,14.45,22,retrait_atm,mobile,Belgique,Belgique,0,0
95,14.42,11.53,1,achat_en_ligne,pos,Italie,Italie,2,0
67,18.41,27.2,17,retrait_atm,atm,Italie,Italie,0,0
269,267.03,63.66,5,achat_en_ligne,pos,Espagne,Espagne,0,0
103,35.01,26.55,18,virement,pos,Italie,Italie,0,0
45,131.54,26.31,20,virement,mobile,France,France,0,0
172,27.45,16.33,21,retrait_atm,atm,France,France,0,0
66,5.29,24.77,9,retrait_atm,web,Belgique,Belgique,2,0
44,51.5,29.73,5,achat_en_ligne,web,Belgique,Belgique,0,0
77,35.32,34.96,8,retrait_atm,web,Belgique,Belgique,1,0
182,6.7,24.26,16,paiement_pos,mobile,France,France,0,0
283,18.56,17.74,15,paiement_pos,atm,Espagne,Espagne,1,0
101,109.8,189.24,0,virement,atm,Italie,Italie,0,0
150,18.23,26.49,2,virement,pos,France,France,0,0
284,37.96,44.03,20,retrait_atm,pos,Allemagne,Allemagne,0,0
280,179.13,92.99,14,retrait_atm,web,France,France,0,0
235,24.69,12.66,14,retrait_atm,mobile,Allemagne,Allemagne,0,0
59,78.2,19.97,5,retrait_atm,web,Roumanie,Espagne,0,1
94,19.98,31.29,23,retrait_atm,mobile,Belgique,Belgique,0,0
94,41.89,31.29,14,retrait_atm,pos,Belgique,Belgique,0,0
49,100.22,48.72,21,virement,web,Espagne,Espagne,0,0
134,6.8,11.63,16,paiement_pos,atm,Allemagne,Allemagne,0,0
22,60.55,32.32,10,retrait_atm,web,Belgique,Belgique,0,0
245,189.33,24.95,5,retrait_atm,pos,Ukraine,Espagne,0,1
295,57.24,41.15,3,achat_en_ligne,pos,Allemagne,Allemagne,0,0
236,10.26,15.63,11,virement,mobile,Espagne,Espagne,0,0
136,44.69,43.5,10,retrait_atm,web,Belgique,Belgique,1,0
82,53.41,27.87,18,achat_en_ligne,web,Allemagne,Allemagne,0,0
116,34.55,23.73,11,virement,pos,Allemagne,Allemagne,1,0
49,35.41,48.72,13,paiement_pos,mobile,Espagne,Espagne,0,0
211,7.03,19.73,12,virement,mobile,Belgique,Belgique,1,0
197,125.5,87.33,10,achat_en_ligne,pos,Belgique,Belgique,0,0
163,143.28,67.12,6,virement,pos,Allemagne,Allemagne,0,0
144,74.35,36.29,14,achat_en_ligne,pos,Allemagne,Allemagne,0,0
233,68.37,35.33,1,paiement_pos,atm,France,France,0,0
56,58.75,48.73,21,virement,pos,France,France,0,0
281,23.61,14.45,18,virement,atm,Belgique,Belgique,1,0
255,92.12,54.18,11,achat_en_ligne,atm,Espagne,Espagne,0,0
60,30.71,15.94,3,paiement_pos,web,Espagne,Espagne,0,0
258,47.04,28.23,13,paiement_pos,pos,France,France,0,0
73,24.4,28.95,11,paiement_pos,web,Allemagne,Allemagne,0,0
10,68.33,59.72,17,virement,pos,France,France,0,0
226,115.35,54.88,23,achat_en_ligne,pos,Belgique,Belgique,0,0
96,55.05,13.73,2,paiement_pos,atm,Belgique,Belgique,0,0
101,1051.05,189.24,22,retrait_atm,web,Italie,Italie,1,0
282,91.85,41.92,23,achat_en_ligne,web,Allemagne,Allemagne,0,0
190,38.73,39.93,13,achat_en_ligne,web,Belgique,Belgique,0,0
30,133.93,36.45,16,virement,web,Allemagne,Allemagne,0,0
202,260.31,80.28,7,paiement_pos,pos,Italie,Italie,0,0
214,204.68,41.68,9,virement,web,Allemagne,Allemagne,2,0
32,63.68,39.31,22,virement,mobile,Belgique,Belgique,1,0
293,44.34,29.56,18,achat_en_ligne,pos,Italie,Italie,0,0
172,20.51,16.33,0,paiement_pos,mobile,France,France,0,0
73,42.7,28.95,19,retrait_atm,atm,Allemagne,Allemagne,1,0
67,30.66,27.2,13,virement,mobile,Italie,Italie,1,0
77,26.58,34.96,21,retrait_atm,atm,Belgique,Belgique,3,0
291,10.98,22.36,10,retrait_atm,mobile,Italie,Italie,0,0
1,30.58,62.78,23,virement,pos,France,France,0,0
284,94.72,44.03,17,retrait_atm,atm,Allemagne,Allemagne,1,0
195,9.86,34.58,6,virement,web,Italie,Italie,2,0
131,19.22,67.67,11,virement,mobile,Allemagne,Allemagne,0,0
103,14.03,26.55,18,retrait_atm,web,Italie,Italie,0,0
239,33.61,43.11,19,paiement_pos,mobile,Belgique,Belgique,0,0
10,68.74,59.72,23,paiement_pos,atm,France,France,0,0
190,177.36,39.93,2,retrait_atm,atm,Belgique,Belgique,0,1
289,44.8,24.04,13,achat_en_ligne,web,Allemagne,Allemagne,0,0
110,5.63,26.42,19,achat_en_ligne,web,Espagne,Espagne,0,0
150,30.59,26.49,17,virement,web,France,France,0,0
15,229.8,118.76,7,retrait_atm,atm,Espagne,Espagne,0,0
229,28.42,29.28,14,achat_en_ligne,mobile,Allemagne,Allemagne,1,0
54,61.87,77.05,5,achat_en_ligne,pos,Allemagne,Allemagne,0,0
202,93.81,80.28,21,virement,pos,Italie,Italie,2,0
144,158.99,36.29,16,retrait_atm,pos,Allemagne,Allemagne,0,0
121,50.52,34.19,1,achat_en_ligne,web,Allemagne,Allemagne,2,0
171,125.1,59.96,4,virement,web,Espagne,France,1,0
154,13.36,13.19,21,virement,web,Belgique,Belgique,1,0
220,38.95,20.22,17,virement,web,Italie,Italie,0,0
246,55.61,43.63,7,virement,pos,France,France,0,0
185,37.05,21.77,22,paiement_pos,pos,Allemagne,Allemagne,0,0
135,120.8,57.77,20,achat_en_ligne,web,Espagne,Espagne,0,0
117,37.47,43.94,12,virement,pos,France,France,1,0
174,25.64,29.54,7,achat_en_ligne,web,Espagne,Espagne,0,0
230,33.63,9.95,13,virement,pos,France,France,1,0
265,30.58,22.04,0,virement,web,Italie,Italie,1,0
298,28.28,13.65,9,achat_en_ligne,pos,Allemagne,Allemagne,0,0
283,19.42,17.74,3,virement,web,Espagne,Espagne,0,0
102,11.53,16.4,16,virement,pos,France,France,1,0
32,77.84,39.31,8,retrait_atm,atm,Belgique,Belgique,0,0
85,35.73,40.02,16,virement,atm,Espagne,Espagne,1,0
18,38.76,19.26,9,achat_en_ligne,atm,France,France,1,0
142,14.14,31.12,8,paiement_pos,mobile,Belgique,Belgique,0,0
26,26.4,15.87,11,paiement_pos,atm,Espagne,Espagne,1,0
125,57.63,31.24,22,virement,pos,Italie,Italie,1,0
170,15.09,21.79,23,retrait_atm,pos,France,France,0,0
131,15.43,67.67,11,achat_en_ligne,pos,Allemagne,Allemagne,1,0
193,17.26,8.37,1,paiement_pos,pos,Espagne,Espagne,0,0
256,7.15,26.15,1,retrait_atm,pos,France,France,1,0
256,24.97,26.15,5,virement,web,France,France,0,0
265,41.72,22.04,21,retrait_atm,mobile,Italie,Italie,0,0
49,84.1,48.72,7,retrait_atm,mobile,Espagne,Espagne,0,0
209,62.64,38.12,13,achat_en_ligne,atm,Belgique,Belgique,0,0
22,54.56,32.32,15,virement,web,Belgique,Belgique,0,0
274,36.2,20.04,19,paiement_pos,mobile,Italie,Italie,0,0
25,52.54,25.2,11,retrait_atm,web,Espagne,Espagne,0,0
175,194.58,66.87,19,virement,atm,Espagne,Espagne,0,0
292,9.5,42.81,11,retrait_atm,pos,Belgique,Belgique,0,0
99,35.27,17.15,3,virement,atm,Espagne,Espagne,0,0
290,38.14,17.43,9,virement,web,Allemagne,Allemagne,0,0
2,44.84,36.39,12,achat_en_ligne,mobile,Allemagne,Espagne,0,0
118,96.98,60.8,21,achat_en_ligne,mobile,France,France,1,0
298,69.53,13.65,15,achat_en_ligne,atm,Allemagne,Allemagne,0,0
198,13.27,9.6,20,paiement_pos,web,France,France,0,0
185,5.53,21.77,14,retrait_atm,web,Allemagne,Allemagne,0,0
141,44.34,27.79,12,retrait_atm,atm,Italie,Italie,0,0
89,19.97,9.13,6,achat_en_ligne,atm,Espagne,Espagne,0,0
230,56.25,9.95,2,retrait_atm,pos,France,France,1,0
82,21.78,27.87,10,retrait_atm,atm,Allemagne,Allemagne,0,0
157,50.04,31.92,14,paiement_pos,mobile,France,France,2,0
176,104.85,51.96,23,achat_en_ligne,atm,Allemagne,Allemagne,1,0
217,44.4,30.72,7,retrait_atm,web,France,France,0,0
252,32.05,21.7,20,virement,mobile,Allemagne,Allemagne,1,0
44,32.98,29.73,11,paiement_pos,mobile,Belgique,Belgique,0,0
49,291.28,48.72,23,virement,atm,Allemagne,Espagne,1,0
160,88.94,72.24,21,paiement_pos,atm,Espagne,Espagne,0,0
178,41.01,51.34,21,virement,mobile,France,France,1,0
281,30.99,14.45,3,achat_en_ligne,pos,Belgique,Belgique,0,0
202,84.25,80.28,2,retrait_atm,pos,Italie,Italie,1,0
199,79.61,23.23,22,virement,atm,Belgique,Belgique,0,0
298,15.77,13.65,19,paiement_pos,web,Allemagne,Allemagne,0,0
111,24.87,30.56,15,paiement_pos,atm,Belgique,Belgique,1,0
133,70.21,44.17,0,paiement_pos,web,France,France,0,0
48,25.28,19.36,13,retrait_atm,atm,Italie,Italie,0,0
97,51.38,118.81,10,retrait_atm,web,Belgique,Belgique,1,0
296,96.53,73.14,5,paiement_pos,web,Allemagne,Allemagne,0,0
231,105.77,86.71,4,retrait_atm,atm,Allemagne,Allemagne,0,0
141,10.04,27.79,10,achat_en_ligne,atm,Italie,Italie,0,0
267,47.31,27.91,16,paiement_pos,web,Allemagne,Allemagne,0,0
300,22.64,27.14,23,virement,pos,France,France,1,0
273,49.1,35.0,16,paiement_pos,atm,France,France,1,0
38,98.95,83.22,14,virement,atm,Italie,Italie,1,0
33,48.03,72.5,0,retrait_atm,atm,France,France,0,0
135,106.81,57.77,23,paiement_pos,pos,Espagne,Espagne,0,0
86,247.01,68.27,18,virement,pos,Espagne,Espagne,0,0
43,204.24,93.15,18,virement,web,Espagne,Espagne,0,0
5,19.71,12.12,18,paiement_pos,mobile,Allemagne,Allemagne,0,0
270,68.28,73.45,21,virement,mobile,Allemagne,Allemagne,1,0
145,115.13,80.07,9,retrait_atm,web,Italie,Italie,0,0
186,97.04,18.03,1,achat_en_ligne,pos,Allemagne,Allemagne,0,1
37,193.29,42.83,6,paiement_pos,pos,Italie,Italie,0,0
32,77.46,39.31,13,retrait_atm,pos,Belgique,Belgique,0,0
194,71.98,39.75,17,virement,mobile,Belgique,Belgique,0,0
116,7.31,23.73,21,virement,pos,Allemagne,Allemagne,0,0
80,90.13,102.12,7,virement,web,Espagne,Espagne,0,0
68,65.01,60.44,15,retrait_atm,mobile,Belgique,Belgique,0,0
86,26.73,68.27,2,achat_en_ligne,web,Espagne,Espagne,0,0
105,158.72,93.43,23,paiement_pos,atm,Espagne,Espagne,1,0
65,68.16,33.73,9,retrait_atm,mobile,Allemagne,Allemagne,1,0
287,38.34,57.8,12,virement,mobile,France,France,0,0
294,79.43,40.33,4,virement,atm,Belgique,Belgique,0,0
22,51.78,32.32,1,paiement_pos,atm,Belgique,Belgique,0,0
13,97.04,18.56,15,paiement_pos,mobile,Espagne,Espagne,1,0
217,59.97,30.72,19,achat_en_ligne,web,France,France,0,0
84,15.08,23.23,14,virement,pos,Italie,Italie,0,0
99,18.84,17.15,12,retrait_atm,pos,Espagne,Espagne,1,0
272,147.8,74.6,19,retrait_atm,atm,France,France,0,0
23,27.01,22.36,7,virement,web,France,France,0,0
242,30.79,14.19,21,retrait_atm,mobile,Allemagne,Allemagne,0,0
205,26.17,23.51,15,virement,web,Allemagne,Allemagne,0,0
267,164.15,27.91,13,retrait_atm,atm,Allemagne,Allemagne,0,0
34,23.94,37.77,7,paiement_pos,pos,Allemagne,Allemagne,0,0
131,140.78,67.67,19,paiement_pos,atm,Allemagne,Allemagne,0,0
109,60.76,42.99,13,virement,pos,Allemagne,Allemagne,0,0
246,88.54,43.63,22,retrait_atm,web,France,France,0,0
234,156.31,72.66,7,virement,atm,Espagne,Espagne,0,0
36,40.14,64.31,1,achat_en_ligne,pos,France,France,0,0
215,76.78,60.33,8,paiement_pos,atm,Espagne,Espagne,0,0
54,18.19,77.05,21,virement,pos,Allemagne,Allemagne,0,0
56,6.74,48.73,0,virement,mobile,Roumanie,France,4,1
291,35.82,22.36,17,virement,atm,Italie,Italie,3,0
251,81.24,45.51,10,retrait_atm,atm,France,France,0,0
29,367.02,85.41,11,paiement_pos,mobile,Allemagne,Allemagne,0,0
214,51.7,41.68,8,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
44,38.44,29.73,23,paiement_pos,atm,Belgique,Belgique,0,0
125,41.05,31.24,10,virement,atm,Italie,Italie,1,0
209,22.64,38.12,9,achat_en_ligne,atm,Belgique,Belgique,0,0
164,35.94,43.1,1,paiement_pos,pos,Allemagne,Allemagne,1,0
65,71.65,33.73,11,virement,atm,Allemagne,Allemagne,0,0
159,31.0,27.09,19,virement,web,Allemagne,Allemagne,0,0
17,215.45,54.77,12,paiement_pos,pos,Allemagne,Allemagne,0,0
92,48.66,24.1,9,retrait_atm,pos,Italie,Italie,0,0
288,40.54,23.03,20,achat_en_ligne,web,Allemagne,Allemagne,1,0
192,45.82,47.72,21,paiement_pos,web,Espagne,Espagne,0,0
235,24.05,12.66,15,retrait_atm,atm,Allemagne,Allemagne,2,0
247,19.27,50.46,2,paiement_pos,pos,Espagne,Espagne,1,0
126,191.4,116.27,8,achat_en_ligne,pos,Allemagne,Allemagne,2,0
49,63.03,48.72,16,paiement_pos,atm,Espagne,Espagne,0,0
297,44.51,26.96,23,virement,mobile,Italie,Italie,0,0
136,23.58,43.5,14,virement,web,Belgique,Belgique,0,0
217,59.94,30.72,21,paiement_pos,web,France,France,0,0
24,92.47,43.28,13,virement,pos,Italie,Italie,0,0
15,210.81,118.76,5,virement,atm,Espagne,Espagne,1,0
175,24.97,66.87,19,paiement_pos,atm,Espagne,Espagne,0,0
97,222.59,118.81,15,virement,web,Belgique,Belgique,0,0
75,61.4,36.82,23,achat_en_ligne,mobile,Espagne,Espagne,0,0
8,196.98,95.66,21,achat_en_ligne,pos,Espagne,Espagne,1,0
182,49.7,24.26,15,achat_en_ligne,atm,France,France,0,0
245,16.92,24.95,8,virement,atm,Espagne,Espagne,1,0
194,28.46,39.75,22,retrait_atm,pos,Belgique,Belgique,0,0
206,71.79,53.96,14,achat_en_ligne,pos,Belgique,Belgique,0,0
278,19.56,26.71,19,achat_en_ligne,web,Espagne,Espagne,0,0
220,39.62,20.22,18,paiement_pos,atm,Italie,Italie,0,0
190,30.77,39.93,23,achat_en_ligne,atm,Belgique,Belgique,0,0
231,163.44,86.71,19,virement,atm,Allemagne,Allemagne,0,0
196,36.89,42.45,23,achat_en_ligne,atm,France,France,0,0
138,7.4,24.96,19,paiement_pos,web,France,France,0,0
25,12.73,25.2,10,achat_en_ligne,mobile,Espagne,Espagne,0,0
291,19.34,22.36,23,achat_en_ligne,web,Italie,Italie,0,0
247,87.41,50.46,5,achat_en_ligne,pos,Espagne,Espagne,0,0
171,109.35,59.96,9,virement,mobile,France,France,0,0
26,16.38,15.87,12,paiement_pos,web,Espagne,Espagne,0,0
260,448.2,54.47,16,retrait_atm,pos,Russie,Allemagne,0,1
144,27.82,36.29,6,paiement_pos,mobile,Belgique,Allemagne,0,0
143,29.6,28.47,3,retrait_atm,mobile,Belgique,Belgique,1,0
277,10.19,19.44,11,retrait_atm,web,Allemagne,Allemagne,0,0
181,6.15,16.39,12,achat_en_ligne,atm,Italie,Italie,0,0
176,98.57,51.96,21,retrait_atm,web,Allemagne,Allemagne,0,0
149,55.04,39.55,13,virement,web,Italie,Italie,0,0
139,41.8,38.79,12,retrait_atm,web,Belgique,Belgique,0,0
146,13.11,7.1,11,achat_en_ligne,mobile,Italie,Italie,1,0
148,67.4,36.82,17,retrait_atm,web,Belgique,Belgique,2,0
45,45.32,26.31,21,paiement_pos,pos,France,France,0,0
127,151.19,85.12,0,virement,web,France,France,0,0
54,153.72,77.05,8,retrait_atm,mobile,Allemagne,Allemagne,1,0
138,48.32,24.96,23,retrait_atm,atm,France,France,4,0
266,4.31,51.92,6,retrait_atm,web,Allemagne,Allemagne,3,1
286,12.63,11.04,0,paiement_pos,pos,Italie,Italie,0,0
52,25.27,30.02,10,paiement_pos,mobile,France,France,0,0
251,113.86,45.51,12,retrait_atm,mobile,France,France,0,0
48,36.32,19.36,15,retrait_atm,pos,Italie,Italie,0,0
196,44.65,42.45,22,paiement_pos,web,France,France,0,0
150,13.55,26.49,8,virement,web,France,France,0,0
202,419.15,80.28,14,retrait_atm,mobile,Italie,Italie,0,0
143,15.26,28.47,9,retrait_atm,web,Belgique,Belgique,1,0
286,63.88,11.04,7,achat_en_ligne,pos,Italie,Italie,0,0
89,15.1,9.13,14,paiement_pos,web,Espagne,Espagne,0,0
10,120.08,59.72,19,retrait_atm,atm,France,France,1,0
109,83.24,42.99,1,achat_en_ligne,mobile,Allemagne,Allemagne,2,0
264,16.89,8.16,8,achat_en_ligne,atm,Italie,Italie,1,0
22,54.45,32.32,22,virement,mobile,Belgique,Belgique,0,0
3,59.0,30.11,12,retrait_atm,atm,Espagne,Espagne,0,0
245,11.34,24.95,0,virement,pos,Espagne,Espagne,2,0
157,7.57,31.92,9,virement,mobile,France,France,0,0
9,26.26,35.81,22,retrait_atm,pos,Belgique,Belgique,0,0
250,37.43,38.0,20,paiement_pos,atm,France,France,2,0
279,75.09,53.63,9,virement,web,France,France,1,0
190,33.6,39.93,9,paiement_pos,atm,Belgique,Belgique,2,0
249,35.77,52.25,15,achat_en_ligne,atm,Espagne,Espagne,0,0
181,67.61,16.39,16,virement,mobile,Italie,Italie,3,1
97,149.56,118.81,13,achat_en_ligne,atm,Belgique,Belgique,2,0
233,40.62,35.33,18,achat_en_ligne,web,France,France,0,0
145,92.5,80.07,2,paiement_pos,web,Italie,Italie,4,0
157,8.08,31.92,15,achat_en_ligne,mobile,France,France,0,0
42,113.62,89.17,17,virement,atm,Espagne,Espagne,0,0
221,41.71,37.39,13,paiement_pos,web,France,France,0,0
262,10.66,15.21,11,paiement_pos,mobile,France,France,0,0
53,85.31,40.55,1,virement,web,Belgique,Belgique,0,0
259,35.49,30.86,12,retrait_atm,pos,France,France,0,0
227,75.86,46.18,9,virement,pos,Italie,Italie,0,0
114,29.29,28.22,23,virement,pos,Allemagne,Allemagne,1,0
236,27.7,15.63,9,paiement_pos,pos,Espagne,Espagne,1,0
163,97.21,67.12,22,paiement_pos,web,Allemagne,Allemagne,0,0
14,77.43,21.43,7,virement,web,Espagne,Espagne,1,0
120,15.4,40.9,5,achat_en_ligne,pos,France,France,1,0
124,41.83,40.04,1,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
284,85.66,44.03,23,achat_en_ligne,pos,Allemagne,Allemagne,0,0
11,46.19,24.54,10,achat_en_ligne,pos,Allemagne,Allemagne,1,0
95,5.64,11.53,10,virement,pos,Italie,Italie,0,0
6,22.62,24.73,1,achat_en_ligne,web,Italie,Italie,0,0
299,34.75,62.82,6,retrait_atm,mobile,Belgique,Belgique,0,0
84,25.73,23.23,19,virement,atm,Italie,Italie,0,0
295,59.39,41.15,9,retrait_atm,mobile,Allemagne,Allemagne,0,0
90,30.79,30.04,20,achat_en_ligne,pos,Italie,Italie,1,0
241,68.74,39.09,10,achat_en_ligne,atm,France,France,1,0
20,31.45,41.72,11,achat_en_ligne,pos,Allemagne,Allemagne,0,0
265,109.19,22.04,3,retrait_atm,mobile,Nigeria,Italie,3,1
102,29.89,16.4,22,achat_en_ligne,atm,France,France,0,0
284,75.68,44.03,10,virement,mobile,Allemagne,Allemagne,0,0
81,12.8,19.85,19,retrait_atm,atm,Italie,Italie,0,0
90,51.96,30.04,22,achat_en_ligne,atm,Italie,Italie,0,0
159,150.68,27.09,12,retrait_atm,atm,Allemagne,Allemagne,0,0
256,16.84,26.15,12,retrait_atm,pos,France,France,0,0
206,317.69,53.96,8,virement,pos,Belgique,Belgique,0,0
79,279.72,149.98,22,retrait_atm,mobile,Allemagne,Allemagne,0,0
259,67.83,30.86,20,paiement_pos,web,France,France,0,0
20,53.71,41.72,14,virement,mobile,Allemagne,Allemagne,0,0
112,78.8,14.51,1,paiement_pos,pos,Espagne,Espagne,0,0
54,151.91,77.05,22,virement,mobile,Allemagne,Allemagne,1,0
232,17.41,25.16,12,paiement_pos,atm,Italie,Italie,0,0
152,18.71,40.32,2,retrait_atm,web,Belgique,Belgique,0,0
174,29.42,29.54,17,paiement_pos,atm,Espagne,Espagne,0,0
236,29.05,15.63,23,paiement_pos,pos,Espagne,Espagne,0,0
231,117.15,86.71,8,virement,atm,Allemagne,Allemagne,0,0
49,77.59,48.72,17,paiement_pos,pos,Espagne,Espagne,0,0
91,9.33,17.51,20,paiement_pos,web,France,Allemagne,1,0
32,77.48,39.31,22,achat_en_ligne,mobile,Belgique,Belgique,0,0
257,13.32,45.27,17,achat_en_ligne,mobile,Espagne,Espagne,2,0
98,0.64,15.3,0,retrait_atm,atm,Russie,Espagne,2,1
267,0.5,27.91,0,virement,mobile,Nigeria,Allemagne,4,1
291,22.18,22.36,17,retrait_atm,atm,Italie,Italie,0,0
70,117.29,73.88,10,virement,atm,Espagne,Allemagne,0,0
233,21.51,35.33,18,achat_en_ligne,atm,France,France,1,0
102,34.81,16.4,20,paiement_pos,mobile,France,France,1,0
230,5.17,9.95,14,retrait_atm,mobile,France,France,0,0
80,177.43,102.12,19,retrait_atm,web,Espagne,Espagne,1,0
19,40.95,57.91,14,virement,web,Italie,Italie,1,0
231,119.48,86.71,6,paiement_pos,mobile,Allemagne,Allemagne,0,0
15,255.4,118.76,14,achat_en_ligne,pos,Espagne,Espagne,1,0
284,93.02,44.03,10,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
129,38.57,20.95,9,virement,mobile,Espagne,Allemagne,0,0
58,29.58,32.16,21,virement,mobile,France,France,2,0
71,172.85,30.18,6,achat_en_ligne,web,Espagne,Espagne,0,0
120,25.0,40.9,17,retrait_atm,web,France,France,0,0
218,129.43,80.55,3,retrait_atm,web,France,France,0,0
189,104.85,22.14,4,retrait_atm,web,Ukraine,Belgique,1,1
192,57.56,47.72,12,paiement_pos,web,Espagne,Espagne,1,0
298,17.48,13.65,10,virement,mobile,Allemagne,Allemagne,0,0
227,83.9,46.18,12,virement,mobile,Italie,Italie,0,0
217,15.2,30.72,15,achat_en_ligne,pos,France,France,1,0
254,39.04,37.27,12,paiement_pos,atm,Belgique,Belgique,0,0
174,47.74,29.54,21,achat_en_ligne,pos,Espagne,Espagne,0,0
52,126.98,30.02,19,retrait_atm,web,France,France,0,1
22,36.41,32.32,16,achat_en_ligne,pos,Belgique,Belgique,1,0
173,35.71,52.95,22,paiement_pos,mobile,Espagne,Espagne,0,0
288,31.29,23.03,13,achat_en_ligne,atm,Allemagne,Allemagne,0,0
119,226.39,36.35,8,retrait_atm,web,Ukraine,Belgique,0,1
134,23.38,11.63,18,paiement_pos,pos,Allemagne,Allemagne,0,0
124,31.48,40.04,2,paiement_pos,mobile,Allemagne,Allemagne,0,0
138,38.63,24.96,8,paiement_pos,web,France,France,0,0
185,152.31,21.77,0,achat_en_ligne,atm,Russie,Allemagne,0,1
12,14.64,16.27,22,retrait_atm,mobile,Italie,Italie,0,0
276,27.81,13.62,19,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
192,101.44,47.72,9,virement,mobile,Espagne,Espagne,0,0
200,14.21,47.21,9,retrait_atm,pos,Italie,Italie,0,0
237,19.59,12.67,1,achat_en_ligne,mobile,Espagne,Espagne,2,0
203,42.59,41.31,8,virement,pos,Allemagne,Allemagne,1,0
133,167.81,44.17,3,retrait_atm,atm,France,France,1,0
258,51.65,28.23,4,retrait_atm,pos,France,France,0,0
166,39.8,43.09,6,paiement_pos,web,Italie,Italie,0,0
139,15.88,38.79,10,retrait_atm,pos,Belgique,Belgique,0,0
99,8.19,17.15,9,retrait_atm,mobile,Espagne,Espagne,0,0
35,24.97,25.88,12,paiement_pos,atm,Italie,Italie,0,0
119,19.86,36.35,1,paiement_pos,web,Belgique,Belgique,1,0
52,29.71,30.02,15,achat_en_ligne,atm,France,France,0,0
28,12.38,36.73,19,virement,atm,Italie,Italie,0,0
102,172.68,16.4,12,virement,web,France,France,0,1
205,92.15,23.51,0,virement,pos,Allemagne,Allemagne,0,0
157,125.03,31.92,19,retrait_atm,pos,France,France,0,0
134,66.36,11.63,17,paiement_pos,atm,Allemagne,Allemagne,0,0
30,26.72,36.45,7,virement,pos,Allemagne,Allemagne,2,0
103,254.38,26.55,5,retrait_atm,atm,Nigeria,Italie,4,1
295,66.36,41.15,16,paiement_pos,pos,Allemagne,Allemagne,0,0
239,19.55,43.11,1,paiement_pos,atm,Belgique,Belgique,1,0
49,57.53,48.72,23,retrait_atm,pos,Espagne,Espagne,0,0
207,60.24,62.87,22,virement,web,Espagne,Espagne,0,0
141,52.36,27.79,13,virement,mobile,Italie,Italie,0,0
28,10.35,36.73,19,retrait_atm,atm,Italie,Italie,0,0
300,57.41,27.14,2,virement,mobile,France,France,0,0
119,74.6,36.35,12,achat_en_ligne,pos,Belgique,Belgique,0,0
165,179.85,94.29,19,virement,pos,Allemagne,Allemagne,0,0
200,23.53,47.21,12,paiement_pos,atm,Italie,Italie,0,0
171,51.55,59.96,7,achat_en_ligne,atm,France,France,0,0
